customer_id,segment,province_city
2581294,Regular,HA TINH
1014442,Silver,HA NOI
1205965,Silver,HA NOI
2411116,Regular,DONG THAP
2414274,Regular,HA NOI
2267353,Regular,HA NOI
1230336,Regular,KIEN GIANG
2555302,Regular,NGHE AN
2394492,Regular,HA NOI
2230045,Regular,HA NOI
1049711,Regular,HA TINH
3115572,Regular,AN GIANG
2388922,Regular,HO CHI MINH
1142350,Gold,BAC GIANG
2995676,Regular,No Info
1110400,Regular,THUA THIEN HUE
1093813,Regular,HA NOI
2252714,Regular,HO CHI MINH
1205504,Regular,HO CHI MINH
1345094,Regular,HA NOI
4056948,Regular,HO CHI MINH
4004379,Regular,No Info
2419078,Regular,HO CHI MINH
1074914,Regular,HAI PHONG
25617,Regular,THUA THIEN HUE
1331241,Regular,HA NOI
1234906,Silver,HA NOI
2435608,Regular,NAM DINH
2293488,Regular,HA NOI
2262264,Regular,HA NOI
4086665,Silver,HA NOI
2180966,Regular,THANH HOA
1465699,Regular,HO CHI MINH
4517189,Regular,HA NOI
1092185,Regular,HA NOI
1157872,Regular,HA NOI
1412913,Regular,HO CHI MINH
2422358,Regular,HA NOI
253441,Regular,HA NOI
1104731,Regular,HO CHI MINH
2236055,Regular,HA NOI
113332,Regular,HO CHI MINH
1172189,Regular,HA NOI
2491983,Silver,HO CHI MINH
4087964,Regular,No Info
2499772,Silver,HA NOI
101617,Regular,HO CHI MINH
1775943,Regular,HA NOI
1293572,Silver,HO CHI MINH
4005029,Regular,BINH DUONG
3942271,Regular,DONG NAI
2295631,Regular,HA NOI
3908554,Regular,HA NOI
3895994,Regular,HO CHI MINH
2346350,Regular,HA NOI
124468,Silver,HO CHI MINH
1094006,Regular,HAI PHONG
129549,Regular,THUA THIEN HUE
1120380,Regular,HO CHI MINH
1068277,Regular,HO CHI MINH
2317706,Regular,BAC GIANG
1228340,Regular,HO CHI MINH
1116432,Regular,QUANG NINH
256894,Silver,HO CHI MINH
115994,Silver,HO CHI MINH
377052,Regular,THAI NGUYEN
2445203,Silver,HA NOI
1195668,Regular,HA NOI
2630524,Regular,HA NOI
2419475,Regular,THANH HOA
1290272,Silver,HO CHI MINH
4068476,Regular,HO CHI MINH
110897,Regular,DONG NAI
1146959,Gold,HO CHI MINH
1181942,Regular,NAM DINH
1182380,Regular,HA NOI
4031556,Regular,No Info
2317997,Silver,DA NANG
2202910,Regular,HA NOI
3861395,Silver,HO CHI MINH
4421727,Regular,No Info
1106556,Gold,HO CHI MINH
1398080,Regular,HO CHI MINH
2523488,Regular,HA NOI
2343829,Regular,HA NOI
2124987,Regular,HA NOI
1008599,Regular,HA NOI
2887529,Silver,VINH PHUC
1221289,Gold,HO CHI MINH
2233346,Regular,HA NOI
135361,Regular,HA NOI
1304531,Regular,BINH DUONG
1200020,Regular,HO CHI MINH
1094291,Gold,HO CHI MINH
1206805,Gold,HO CHI MINH
1457660,Regular,HO CHI MINH
1193205,Silver,HA NOI
14536,Silver,HO CHI MINH
3986087,Regular,No Info
1166055,Regular,HA NOI
2553746,Regular,HA TINH
1372995,Silver,HO CHI MINH
124290,Regular,NGHE AN
3011249,Regular,HO CHI MINH
2355898,Regular,HA NOI
2305333,Regular,THANH HOA
1009335,Regular,HA NOI
4584835,Regular,BINH DUONG
1199695,Regular,HA TINH
1048122,Regular,HA NOI
123570,Regular,PHU THO
2743771,Regular,HA NOI
2728034,Regular,QUANG NINH
137533,Regular,DA NANG
2457965,Regular,HA NOI
1478321,Regular,HA NOI
1413531,Regular,HO CHI MINH
1519834,Regular,HA NOI
382739,Regular,HOA BINH
4471235,Regular,No Info
1290037,Regular,BINH DINH
1005400,Silver,HO CHI MINH
1067725,Regular,HAI PHONG
1102069,Regular,HO CHI MINH
2610551,Regular,NGHE AN
2008673,Regular,HO CHI MINH
1196374,Regular,NGHE AN
1309587,Gold,HA NOI
1160001,Regular,HO CHI MINH
125366,Regular,HO CHI MINH
2048025,Regular,QUANG NINH
23076,Regular,DA NANG
108123,Silver,HAI PHONG
1144754,Regular,HA NOI
1385059,Regular,HA NOI
1113524,Regular,HO CHI MINH
1461034,Regular,HA NOI
218988,Regular,HA NOI
1283461,Regular,HA NOI
4471400,Regular,HO CHI MINH
2501483,Regular,QUANG NINH
1442142,Regular,HA NOI
2593503,Regular,QUANG BINH
2407088,Silver,DONG NAI
2555204,Regular,HA NOI
4019898,Regular,DONG NAI
2554353,Regular,THAI NGUYEN
4044853,Regular,NAM DINH
1203791,Regular,HA NOI
1094751,Regular,DA NANG
1261320,Regular,HO CHI MINH
1136867,Regular,HA NOI
1300130,Regular,HO CHI MINH
1043096,Regular,HA NOI
1098362,Regular,HA NOI
4598012,Regular,HO CHI MINH
2210243,Regular,HO CHI MINH
1394766,Regular,THAI BINH
1353045,Regular,NHA TRANG
1853295,Regular,HO CHI MINH
1052420,Regular,HA NOI
3856494,Regular,No Info
2358001,Regular,HO CHI MINH
130862,Regular,THUA THIEN HUE
2223748,Regular,HA NOI
38761,Regular,HA NOI
1213971,Regular,HA NOI
1177434,Regular,HA NOI
2210187,Gold,HO CHI MINH
4044884,Regular,NAM DINH
2202886,Regular,HO CHI MINH
2492356,Regular,HO CHI MINH
3884121,Regular,No Info
1381571,Regular,HA NOI
1903034,Regular,HO CHI MINH
1104372,Regular,HO CHI MINH
1450847,Regular,HO CHI MINH
2214130,Regular,HA NOI
1306239,Regular,HA NOI
4011768,Gold,HO CHI MINH
1014307,Regular,HA NOI
2883553,Silver,HO CHI MINH
1160706,Regular,HA NOI
4365398,Regular,DA NANG
3115471,Regular,No Info
2293500,Silver,HO CHI MINH
1803167,Gold,HO CHI MINH
1225177,Regular,HO CHI MINH
1259539,Regular,HA NOI
381846,Gold,HO CHI MINH
2242796,Silver,HA NOI
1074805,Regular,HO CHI MINH
2502098,Gold,HA NOI
2410104,Regular,HO CHI MINH
1008561,Regular,BAC GIANG
1336012,Silver,HA NOI
2321136,Regular,HA NOI
2608005,Regular,HA NOI
2251672,Regular,HA NOI
4101424,Regular,No Info
3986364,Regular,HO CHI MINH
2574172,Regular,HA NOI
2437704,Regular,HAI DUONG
1214762,Regular,NGHE AN
2312043,Regular,HA NOI
2465628,Regular,HA NOI
1006790,Regular,HA NOI
1167148,Regular,HA NOI
3873648,Regular,HA NOI
2288737,Regular,DA NANG
4585052,Regular,THANH HOA
1200140,Regular,HA NOI
1255278,Regular,BAC GIANG
1387581,Regular,LONG AN
10053,Regular,HO CHI MINH
1012554,Regular,HO CHI MINH
1176014,Regular,HO CHI MINH
110004,Regular,HAI DUONG
1198490,Regular,THAI BINH
2274398,Regular,HO CHI MINH
1208890,Regular,AN GIANG
1373333,Regular,HA NOI
3767079,Regular,BINH DUONG
2336849,Regular,HO CHI MINH
1196932,Regular,HO CHI MINH
1080634,Regular,HA NOI
1331545,Regular,HO CHI MINH
1051834,Regular,HA NOI
228275,Regular,HO CHI MINH
2314918,Regular,HA NOI
3996201,Regular,BAC NINH
1160817,Regular,HOA BINH
2734775,Regular,HO CHI MINH
1419759,Regular,HO CHI MINH
2241124,Regular,HA NOI
1825790,Regular,THAI NGUYEN
3983268,Regular,No Info
2499799,Regular,HA NOI
4288928,Silver,HO CHI MINH
1149174,Gold,HO CHI MINH
1266968,Regular,HO CHI MINH
4493178,Regular,THAI BINH
2359532,Regular,HA NOI
1734858,Regular,THUA THIEN HUE
2261330,Regular,DONG NAI
3780858,Regular,HO CHI MINH
3982685,Regular,HA NOI
2380696,Regular,HA NOI
1302546,Regular,HO CHI MINH
2273647,Silver,HA NOI
1121234,Regular,HA NOI
1370818,Silver,HO CHI MINH
2929977,Regular,No Info
1123166,Regular,HO CHI MINH
1819464,Regular,HO CHI MINH
104290,Gold,NGHE AN
113657,Silver,BAC GIANG
1213876,Regular,HA NOI
2309253,Regular,HA NOI
3929769,Silver,HAI PHONG
3833898,Regular,No Info
2481197,Regular,NGHE AN
1151693,Regular,HA TINH
3034200,Regular,NGHE AN
1521511,Regular,HA NOI
2097139,Regular,HA NOI
4011840,Regular,No Info
1438368,Regular,HO CHI MINH
1218166,Regular,HO CHI MINH
120663,Regular,BAC GIANG
3946885,Regular,HO CHI MINH
4365847,Regular,No Info
126202,Gold,HO CHI MINH
3125676,Regular,QUANG BINH
1489080,Regular,HO CHI MINH
1005465,Regular,HA NOI
1261741,Regular,THAI BINH
1247105,Regular,HA NOI
2580709,Regular,AN GIANG
1014775,Regular,HO CHI MINH
1017604,Regular,NGHE AN
1888892,Regular,HA NOI
4065834,Silver,HA NOI
1366889,Regular,HA NOI
3916146,Silver,HO CHI MINH
1209890,Silver,HO CHI MINH
2583156,Regular,No Info
2422450,Regular,DONG NAI
1169290,Regular,HOA BINH
1127379,Regular,HO CHI MINH
1069568,Regular,HA NOI
3185891,Regular,HA NOI
3909412,Regular,HA NOI
1129945,Regular,HA NOI
1012629,Silver,HA TINH
1130461,Regular,HA NOI
1138889,Regular,HA NOI
1231682,Regular,HO CHI MINH
4585433,Regular,THUA THIEN HUE
1151536,Silver,HO CHI MINH
1302711,Regular,HA NOI
1004892,Gold,HO CHI MINH
1014229,Regular,HO CHI MINH
1188051,Regular,HA NOI
2361722,Regular,HO CHI MINH
1044107,Regular,HO CHI MINH
1133095,Regular,HO CHI MINH
1175619,Regular,HO CHI MINH
129711,Regular,HA NOI
3902633,Regular,No Info
1104444,Regular,HO CHI MINH
1115090,Regular,HA NOI
2260634,Regular,HO CHI MINH
125263,Regular,HO CHI MINH
1020813,Regular,HA TINH
3755588,Regular,DONG NAI
2883670,Regular,No Info
2269896,Silver,CAN THO
1186926,Regular,HO CHI MINH
1075303,Regular,HO CHI MINH
2474971,Regular,HO CHI MINH
2239340,Regular,NAM DINH
1308050,Silver,HO CHI MINH
4137558,Regular,No Info
2240960,Silver,HO CHI MINH
1982478,Regular,HA NOI
1279055,Silver,HA NOI
258372,Regular,HA NOI
1734974,Gold,HO CHI MINH
1252955,Silver,HA NOI
1204212,Regular,HA NOI
2567224,Regular,HA NOI
1360971,Regular,HA NOI
1720552,Regular,HA NOI
2115633,Gold,HA NOI
2250638,Regular,NGHE AN
1176491,Regular,HO CHI MINH
2425209,Regular,BAC GIANG
2138224,Regular,HOA BINH
3852479,Regular,AN GIANG
1293233,Regular,HA NOI
3945910,Regular,HO CHI MINH
1174212,Regular,THUA THIEN HUE
134449,Regular,HAI PHONG
1117805,Regular,HO CHI MINH
2438993,Regular,HO CHI MINH
1323950,Silver,HO CHI MINH
2485846,Regular,HA NOI
181041,Regular,AN GIANG
2475123,Regular,HO CHI MINH
2478091,Silver,BAC GIANG
1138182,Regular,HO CHI MINH
3848481,Regular,HA NOI
2058760,Regular,HAI PHONG
2141013,Regular,HA NOI
2522979,Regular,HA NOI
3127754,Regular,HA NOI
2401558,Regular,HAI PHONG
2479881,Regular,HO CHI MINH
1255153,Regular,HO CHI MINH
1405676,Regular,HA NOI
1061159,Regular,HA NOI
1210242,Regular,HA NOI
1163105,Silver,HA NOI
2329364,Regular,HA NOI
251916,Regular,HO CHI MINH
3944671,Regular,No Info
118214,Gold,NGHE AN
2484004,Regular,HA NOI
139086,Regular,HAI DUONG
2177388,Regular,HO CHI MINH
3860478,Regular,HO CHI MINH
2631840,Regular,HA NOI
106814,Regular,VINH PHUC
2546656,Regular,HA NOI
3173528,Regular,No Info
122099,Regular,HA NOI
1141698,Regular,HO CHI MINH
1182631,Regular,HO CHI MINH
2571324,Regular,GIA LAI
1440876,Regular,HA NOI
2262917,Regular,HO CHI MINH
4005232,Regular,HA NOI
1273497,Regular,HA NOI
2558987,Silver,QUANG NINH
1142827,Regular,HO CHI MINH
2630161,Regular,THANH HOA
3876240,Regular,NHA TRANG
1335152,Silver,HO CHI MINH
1775620,Regular,DONG NAI
2463615,Regular,HA NOI
1025094,Regular,THAI BINH
1363714,Regular,HO CHI MINH
4111496,Regular,BAC GIANG
1118774,Gold,HO CHI MINH
125455,Regular,HO CHI MINH
2192241,Silver,HA NOI
2241097,Regular,CAN THO
3898344,Regular,HO CHI MINH
3917412,Silver,HA NOI
2298449,Regular,HO CHI MINH
1306204,Regular,HA NOI
2158969,Regular,HA NOI
2579872,Regular,HA NOI
1269007,Regular,HA NOI
2470962,Regular,VINH PHUC
1008677,Regular,HO CHI MINH
1428383,Regular,HA NOI
1354638,Regular,HA NOI
21514,Regular,DA NANG
1202450,Silver,HO CHI MINH
2593126,Silver,NGHE AN
1929312,Regular,HA NOI
1022044,Regular,HA NOI
3955718,Silver,HO CHI MINH
39120,Regular,HA NOI
2212249,Regular,CAN THO
1224892,Regular,HO CHI MINH
1138246,Regular,HO CHI MINH
4009609,Regular,DA NANG
3812227,Regular,No Info
1102188,Regular,HAI PHONG
1181229,Regular,HO CHI MINH
1223398,Regular,HO CHI MINH
2469598,Regular,HA NOI
2349042,Regular,HA TINH
14069,Regular,HO CHI MINH
2282257,Regular,DONG NAI
1012870,Gold,HO CHI MINH
2451087,Regular,HA NOI
1817576,Silver,THUA THIEN HUE
1197238,Regular,HO CHI MINH
1171416,Regular,HA TINH
3098897,Regular,HO CHI MINH
4038413,Regular,THAI BINH
1142781,Regular,HO CHI MINH
1150827,Silver,VINH PHUC
1132198,Regular,CAN THO
1068270,Silver,HO CHI MINH
3958465,Regular,BAC NINH
1338973,Regular,THUA THIEN HUE
1324332,Regular,HA NOI
1151236,Regular,HA NOI
1226892,Regular,HA NOI
128894,Regular,HA NOI
3826812,Regular,HO CHI MINH
1350546,Regular,HA NOI
1391171,Regular,HA NOI
2324323,Regular,HA NOI
1856810,Regular,HO CHI MINH
2732948,Regular,HA NOI
1236005,Regular,HA NOI
2491408,Regular,HA NOI
1063272,Silver,HO CHI MINH
2291907,Regular,DA NANG
3983603,Regular,No Info
1197885,Regular,HA TINH
237845,Silver,HO CHI MINH
116558,Regular,HO CHI MINH
1101957,Regular,HO CHI MINH
1284686,Regular,HO CHI MINH
2143402,Regular,HO CHI MINH
2485306,Regular,HA NOI
2169599,Regular,HA NOI
1120378,Regular,HO CHI MINH
1326100,Silver,HA NOI
4336377,Regular,HO CHI MINH
1181271,Silver,HO CHI MINH
2832754,Regular,No Info
3982825,Regular,No Info
3133753,Regular,BAC GIANG
2610705,Regular,HO CHI MINH
3789880,Regular,QUANG NINH
3774706,Regular,No Info
1007861,Regular,HO CHI MINH
1074708,Regular,HA NOI
1228529,Regular,HO CHI MINH
2528916,Regular,HO CHI MINH
1176059,Regular,HO CHI MINH
1193339,Silver,HO CHI MINH
4036522,Regular,No Info
4006844,Regular,No Info
1293880,Regular,HO CHI MINH
1048418,Regular,HA NOI
117148,Silver,QUANG BINH
2302723,Regular,DA NANG
1253808,Regular,HA NOI
1141246,Regular,HO CHI MINH
1135571,Silver,HO CHI MINH
1829834,Regular,HO CHI MINH
1246436,Regular,HA NOI
2182748,Regular,HA NOI
2972705,Regular,NGHE AN
2696171,Regular,HAI PHONG
3856505,Regular,No Info
101427,Regular,HA NOI
1429620,Regular,HO CHI MINH
1109794,Regular,HO CHI MINH
1163438,Regular,HO CHI MINH
1185359,Regular,HA NOI
1044141,Silver,HO CHI MINH
1080937,Regular,HA NOI
1739621,Regular,HA NOI
1206841,Regular,HA NOI
1161516,Regular,HA NOI
13387,Regular,HO CHI MINH
4581912,Regular,HA NOI
2241283,Regular,BINH DUONG
3797925,Regular,NGHE AN
2202167,Regular,HA NOI
1119393,Regular,HA NOI
3917443,Regular,HA NOI
1406526,Regular,HA NOI
1534341,Regular,PHU THO
4160818,Regular,HA NOI
2139910,Regular,PHU THO
2381743,Regular,HA NOI
3962051,Regular,HAI PHONG
2491449,Silver,BINH DUONG
2898008,Regular,BAC GIANG
1229102,Regular,HO CHI MINH
2422714,Regular,HA NOI
4085773,Regular,HO CHI MINH
1015511,Regular,HO CHI MINH
1194511,Regular,HO CHI MINH
1815974,Regular,HOA BINH
2053901,Regular,HA NOI
1296332,Regular,HA NOI
1323387,Regular,HA NOI
2438387,Regular,HA NOI
2482565,Regular,HO CHI MINH
1421974,Regular,HO CHI MINH
1358298,Regular,QUANG BINH
1757254,Regular,HA NOI
1192076,Regular,HO CHI MINH
4101248,Silver,HO CHI MINH
1248715,Regular,HA TINH
1394564,Regular,HA NOI
1171462,Regular,HO CHI MINH
3875464,Regular,NGHE AN
3033644,Regular,No Info
3945430,Silver,VINH LONG
406618,Regular,DONG THAP
1133241,Regular,HA NOI
4033385,Silver,HO CHI MINH
1857921,Regular,HO CHI MINH
3891257,Regular,No Info
3897173,Silver,THANH HOA
2380861,Gold,HO CHI MINH
4027724,Silver,CAN THO
1080720,Regular,HA NOI
1027934,Regular,HA NOI
1745566,Regular,HO CHI MINH
2258451,Silver,BAC GIANG
1216205,Gold,THAI BINH
1570579,Gold,HA NOI
4009542,Silver,HA NOI
2597023,Regular,HA NOI
1336697,Silver,BINH DINH
3877439,Regular,HA NOI
1110950,Regular,HO CHI MINH
2421314,Regular,HAI DUONG
1366095,Regular,HA NOI
2128776,Silver,HO CHI MINH
1104938,Regular,HO CHI MINH
1327437,Regular,HO CHI MINH
1395313,Regular,HA NOI
1165456,Regular,HA NOI
1111637,Silver,HAI PHONG
1108911,Regular,HO CHI MINH
2342870,Regular,HO CHI MINH
2380256,Regular,HA NOI
1143995,Gold,HA NOI
1075048,Regular,VINH PHUC
1747719,Regular,HO CHI MINH
1147328,Regular,HA NOI
1022287,Regular,HAI PHONG
2276654,Regular,BAC GIANG
1296806,Regular,HA NOI
3171277,Regular,VINH LONG
2298500,Regular,BINH THUAN
1315325,Regular,DA NANG
1139237,Silver,HO CHI MINH
3900894,Regular,HO CHI MINH
1243256,Regular,HO CHI MINH
3787828,Regular,NGHE AN
1445638,Regular,HO CHI MINH
1351857,Silver,HA NOI
406980,Silver,HO CHI MINH
2895294,Silver,HO CHI MINH
2421903,Silver,HO CHI MINH
1321651,Regular,HA NOI
4517886,Regular,HO CHI MINH
1624230,Regular,HA NOI
1172965,Regular,HA NOI
1979452,Regular,NAM DINH
3734647,Regular,HA TINH
4022874,Regular,HA NOI
1121692,Regular,NGHE AN
2482074,Regular,THANH HOA
1203479,Silver,HO CHI MINH
3877116,Regular,HO CHI MINH
2329828,Silver,HAI PHONG
3940828,Regular,HO CHI MINH
1135166,Regular,HO CHI MINH
2368225,Regular,THANH HOA
2503045,Regular,HA NOI
2550175,Regular,HA NOI
3882989,Silver,HO CHI MINH
120891,Silver,NAM DINH
2235979,Regular,DA NANG
1984986,Regular,HA NOI
3886735,Regular,HA NOI
1067014,Silver,HA TINH
2327513,Regular,HO CHI MINH
1662025,Regular,HA NOI
2231904,Regular,HA NOI
2596917,Regular,HA NOI
1730194,Regular,HOA BINH
4026450,Regular,No Info
139373,Regular,PHU THO
128374,Regular,HO CHI MINH
4065016,Regular,No Info
2610044,Regular,HO CHI MINH
1172706,Regular,HA NOI
2381973,Regular,HA NOI
1233757,Gold,HO CHI MINH
4562203,Regular,HAI PHONG
2498438,Regular,NAM DINH
1299414,Regular,HO CHI MINH
1236340,Regular,HO CHI MINH
1077552,Silver,HO CHI MINH
1148528,Regular,HA NOI
2417500,Regular,HA NOI
127346,Gold,HO CHI MINH
1062552,Regular,HA NOI
2462285,Regular,HAI PHONG
1181366,Silver,HO CHI MINH
3857155,Regular,AN GIANG
2308733,Regular,HOA BINH
30129,Regular,HO CHI MINH
2334375,Regular,HA NOI
117785,Regular,NGHE AN
1011883,Silver,HO CHI MINH
3842851,Regular,HA NOI
2233211,Regular,HA NOI
3855737,Silver,HO CHI MINH
1236427,Regular,HO CHI MINH
4116587,Regular,NHA TRANG
383371,Regular,THUA THIEN HUE
2157625,Regular,HA NOI
123716,Regular,HO CHI MINH
3149281,Regular,HO CHI MINH
1187181,Regular,HA NOI
2122562,Regular,HAI DUONG
2596538,Regular,HA NOI
4506682,Regular,HO CHI MINH
2266274,Regular,AN GIANG
1218276,Regular,DONG NAI
1860952,Silver,THUA THIEN HUE
112405,Regular,HA NOI
1412043,Regular,HA NOI
1204024,Regular,HA NOI
1187728,Regular,NGHE AN
4592528,Regular,HO CHI MINH
1378752,Regular,THANH HOA
2357203,Regular,AN GIANG
1282722,Regular,HO CHI MINH
3935636,Regular,HA NOI
2305277,Silver,HO CHI MINH
1011372,Regular,HO CHI MINH
1074247,Regular,HO CHI MINH
1304624,Regular,BINH DINH
3989702,Silver,HA NOI
1276356,Silver,PHU THO
1210882,Regular,HA NOI
1986963,Regular,HA NOI
131414,Regular,HO CHI MINH
4534994,Regular,HA NOI
230653,Silver,HO CHI MINH
1293265,Regular,HAI DUONG
408620,Regular,DONG THAP
1124347,Regular,HA NOI
3826770,Silver,HAI PHONG
1144590,Regular,HAI DUONG
1154638,Regular,VINH PHUC
1318294,Regular,HA NOI
2202859,Regular,HA NOI
1103619,Regular,HA NOI
2394048,Regular,HAI DUONG
1262347,Silver,HO CHI MINH
2334345,Regular,HA NOI
1504309,Regular,HA NOI
2308265,Regular,HAI PHONG
3868638,Regular,HA NOI
1330342,Gold,THUA THIEN HUE
3957138,Regular,No Info
2496587,Regular,HAI DUONG
1339999,Regular,QUANG NINH
2972643,Regular,No Info
1132493,Regular,HA NOI
108798,Regular,HO CHI MINH
1049997,Regular,HA NOI
1248954,Silver,THANH HOA
2611110,Regular,HA NOI
1011849,Silver,HO CHI MINH
1478795,Regular,NAM DINH
227094,Regular,THAI BINH
3861159,Regular,No Info
1122857,Regular,HO CHI MINH
1007441,Regular,HA NOI
1827003,Regular,HA NOI
4097491,Regular,HO CHI MINH
2364395,Regular,HO CHI MINH
2028559,Regular,HO CHI MINH
2329464,Regular,HA NOI
1136604,Regular,AN GIANG
2452948,Regular,HA NOI
2165734,Regular,HA NOI
3769719,Silver,VINH LONG
4007071,Regular,THUA THIEN HUE
1293117,Regular,HA NOI
1226576,Regular,HA NOI
1115788,Regular,QUANG NINH
4096246,Regular,No Info
1115565,Regular,HA NOI
1312293,Regular,HA NOI
2986978,Regular,No Info
1455087,Regular,HA NOI
126399,Regular,HO CHI MINH
1421377,Regular,HA NOI
1143185,Regular,HA NOI
3825285,Regular,No Info
124774,Silver,HO CHI MINH
1494168,Regular,HA NOI
3826800,Regular,HO CHI MINH
2054180,Regular,HA NOI
2419548,Regular,HO CHI MINH
2154370,Regular,HA NOI
3900747,Regular,BINH DUONG
1379983,Regular,DONG NAI
2365246,Regular,HAI PHONG
1095568,Regular,THUA THIEN HUE
1230076,Silver,HO CHI MINH
4651928,Regular,No Info
2166472,Regular,HO CHI MINH
1138909,Silver,HO CHI MINH
2522023,Regular,HA NOI
1085355,Regular,HA NOI
1002357,Silver,HA NOI
2326813,Regular,No Info
2620184,Regular,HO CHI MINH
1006365,Silver,HO CHI MINH
1147882,Silver,HO CHI MINH
3794707,Regular,No Info
1193298,Regular,HO CHI MINH
1393836,Regular,HO CHI MINH
107439,Silver,HA NOI
1229765,Regular,HO CHI MINH
4651733,Regular,HO CHI MINH
4598579,Regular,HO CHI MINH
1504520,Regular,HA NOI
1322173,Regular,HA NOI
3784200,Regular,HA NOI
1264410,Regular,HO CHI MINH
2317416,Regular,VINH PHUC
1161405,Regular,HOA BINH
228646,Regular,AN GIANG
394091,Silver,HO CHI MINH
2407777,Regular,VINH LONG
1204671,Regular,HO CHI MINH
1110945,Regular,HO CHI MINH
1148382,Regular,HAI PHONG
2109832,Regular,HA NOI
3844014,Regular,HO CHI MINH
2500098,Regular,HA NOI
2273500,Silver,CAN THO
1390164,Regular,HA NOI
1070023,Regular,HAI PHONG
2538212,Regular,HA NOI
4029380,Regular,HA NOI
2352831,Regular,DA NANG
1011586,Regular,HO CHI MINH
1130166,Regular,HO CHI MINH
1233728,Regular,HA NOI
1057630,Regular,HO CHI MINH
2331942,Regular,HA NOI
1157966,Regular,HA NOI
128678,Regular,HO CHI MINH
1024690,Regular,DA NANG
1222252,Regular,HA NOI
1050032,Regular,HA NOI
1185719,Regular,HO CHI MINH
1071926,Regular,HA NOI
2359009,Silver,HA NOI
2516591,Regular,No Info
2923423,Silver,NGHE AN
1396813,Regular,HA NOI
100404,Regular,DA NANG
1275792,Regular,HA NOI
4076194,Regular,HO CHI MINH
1230524,Regular,HO CHI MINH
213557,Regular,HA NOI
2338901,Regular,HO CHI MINH
2958097,Regular,HA NOI
2179277,Gold,HO CHI MINH
1126677,Regular,HA NOI
3838522,Regular,THANH HOA
1109956,Regular,HO CHI MINH
4046157,Regular,HA NOI
1123181,Regular,HO CHI MINH
128018,Regular,HO CHI MINH
1006603,Regular,HO CHI MINH
4592741,Regular,HO CHI MINH
2553228,Regular,NGHE AN
2407008,Regular,HA NOI
3783004,Regular,HAI PHONG
1408780,Silver,HA NOI
1007804,Regular,HO CHI MINH
2306348,Silver,HA NOI
4578670,Regular,HO CHI MINH
1258068,Silver,HA NOI
1162900,Regular,HO CHI MINH
1080914,Regular,THANH HOA
1541263,Regular,HA NOI
2312273,Regular,VINH LONG
2336204,Regular,HO CHI MINH
1217854,Gold,HO CHI MINH
1322074,Regular,HAI PHONG
2285858,Silver,HO CHI MINH
4088826,Regular,HO CHI MINH
1730026,Silver,DA NANG
1319223,Silver,HA NOI
2570627,Regular,HO CHI MINH
405591,Regular,NAM DINH
2281342,Regular,No Info
1154799,Gold,HO CHI MINH
1226167,Regular,HO CHI MINH
1248152,Regular,KIEN GIANG
1232712,Regular,HA NOI
1808604,Regular,THAI BINH
1411001,Regular,HA NOI
2494202,Regular,HA NOI
3898680,Silver,HO CHI MINH
1167446,Regular,HO CHI MINH
253367,Regular,HO CHI MINH
2124396,Regular,HAI DUONG
100809,Regular,HO CHI MINH
1130853,Regular,HA NOI
131015,Silver,HO CHI MINH
2478054,Regular,NGHE AN
2382216,Regular,AN GIANG
1407035,Regular,HA NOI
4106031,Regular,No Info
4128401,Silver,HO CHI MINH
3830046,Regular,No Info
2309699,Gold,HA NOI
1323310,Regular,HA NOI
1334199,Regular,HA NOI
24708,Regular,HO CHI MINH
15958,Regular,HO CHI MINH
1176962,Regular,HA NOI
1783505,Silver,HA NOI
114627,Silver,HO CHI MINH
1165446,Regular,HA NOI
310830,Regular,HAI PHONG
1349945,Silver,HAI PHONG
220680,Regular,HA NOI
2299891,Regular,THANH HOA
1022302,Regular,HAI PHONG
1233888,Silver,HA NOI
1327499,Regular,HA NOI
1009798,Gold,HO CHI MINH
1451538,Silver,HO CHI MINH
307771,Regular,HO CHI MINH
2576041,Regular,NAM DINH
4479366,Silver,HO CHI MINH
3908021,Silver,HO CHI MINH
1843067,Silver,DA NANG
2223810,Regular,BAC GIANG
2392593,Regular,HA NOI
2188335,Regular,BAC GIANG
1069266,Regular,HO CHI MINH
1329951,Silver,HO CHI MINH
1378723,Regular,HO CHI MINH
1211438,Silver,HO CHI MINH
3871981,Regular,No Info
134718,Regular,HA NOI
1294197,Silver,HO CHI MINH
1012208,Regular,HA NOI
3995239,Regular,HA NOI
2462103,Silver,HO CHI MINH
2256103,Regular,QUANG NINH
1160197,Regular,HO CHI MINH
126205,Regular,HO CHI MINH
1291323,Regular,HO CHI MINH
4623095,Regular,HO CHI MINH
4631948,Regular,HO CHI MINH
1167257,Gold,HOA BINH
2212539,Regular,HAI DUONG
3009418,Gold,HO CHI MINH
1399577,Regular,HO CHI MINH
2446899,Regular,HA TINH
2384073,Regular,HA NOI
1112320,Regular,HO CHI MINH
1459890,Regular,HA NOI
4468808,Regular,HA NOI
1074112,Regular,HA NOI
2219081,Regular,THUA THIEN HUE
1116588,Regular,HO CHI MINH
1392446,Regular,HA NOI
1123242,Regular,HA NOI
1454622,Silver,THUA THIEN HUE
2057097,Regular,HA NOI
124796,Regular,HO CHI MINH
1479077,Regular,HA NOI
2484073,Silver,HA NOI
1179422,Regular,THUA THIEN HUE
2250045,Regular,NGHE AN
1006484,Silver,HO CHI MINH
